id,url,title,abstract,body,body_full,extra_sections,instancia,epoca,materias,tesis_numero,tipo,fuente,localizacion_libro,localizacion_tomo,localizacion_mes,localizacion_anio,localizacion_pagina,organo_jurisdiccional,clave,notas,formas_integracion,fecha_publicacion,extracted_at
250052,https://bj.scjn.gob.mx/documento/tesis/250052,"DIVORCIO, CONFESION FICTA DEL CONYUGE DEMANDADO INSUFICIENTE PARA DEMOSTRAR LAS CAUSALES DE.",,"Aun en el supuesto de que el demandado no oponga excepciones o no demuestre sus defensas, si la actora no acredita plenamente los hechos de su acción, que son precisamente los narrados en su demanda, con la intención de describir en forma precisa la conducta que integra la causal de divorcio, la acción debe declararse improcedente, porque la confesión ficta del cónyuge demandado es insuficiente para demostrar las causales de divorcio, si no se encuentra adminiculada con otras probanzas.

TRIBUNAL COLEGIADO DEL DECIMO PRIMER CIRCUITO.","Aun en el supuesto de que el demandado no oponga excepciones o no demuestre sus defensas, si la actora no acredita plenamente los hechos de su acción, que son precisamente los narrados en su demanda, con la intención de describir en forma precisa la conducta que integra la causal de divorcio, la acción debe declararse improcedente, porque la confesión ficta del cónyuge demandado es insuficiente para demostrar las causales de divorcio, si no se encuentra adminiculada con otras probanzas.

TRIBUNAL COLEGIADO DEL DECIMO PRIMER CIRCUITO.

Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 4, página 307.","{""genealogia"": ""Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 4, página 307.""}",Tribunales Colegiados de Circuito,Séptima Época,Civil,"DIVORCIO, CONFESION FICTA DEL CONYUGE DEMANDADO INSUFICIENTE PARA DEMOSTRAR LAS CAUSALES DE",Tesis Aislada,Semanario Judicial de la Federación,Volumen 163-168,,1,1982,67,TRIBUNAL COLEGIADO DEL DÉCIMO PRIMER CIRCUITO.,,,,01/01/0001 12:00:00,2026-01-11T15:18:18.233106+00:00
250054,https://bj.scjn.gob.mx/documento/tesis/250054,DOCUMENTOS EN IDIOMA EXTRANJERO. APLICACION SUPLETORIA EN AMPARO DEL ARTICULO 132 DEL CODIGO FEDERAL DE PROCEDIMIENTOS CIVILES.,APLICACION SUPLETORIA EN AMPARO DEL ARTICULO 132 DEL CODIGO FEDERAL DE PROCEDIMIENTOS CIVILES,"Siendo omisa la Ley de Amparo en regular la admisión de las pruebas documentales que se ofrezcan en idioma distinto al español, el Juez de Distrito debe proceder de acuerdo con lo dispuesto en el artículo 132 del Código Federal de Procedimientos Civiles, aplicándolo supletoriamente, de conformidad con lo establecido en el artículo 2o. de la Ley de Amparo. Es decir, al recibir de la parte quejosa documentos que contengan textos en cualquier idioma que no sea el español, el Juez Federal debe dar vista a la autoridad responsable para que, en el término de tres días, manifieste su conformidad o inconformidad, y solamente en el caso de que dicha contraparte no esté conforme con la traducción relativa, el Juez estará en aptitud de nombrar un traductor.

TERCER TRIBUNAL COLEGIADO EN MATERIA ADMINISTRATIVA DEL PRIMER CIRCUITO.","Siendo omisa la Ley de Amparo en regular la admisión de las pruebas documentales que se ofrezcan en idioma distinto al español, el Juez de Distrito debe proceder de acuerdo con lo dispuesto en el artículo 132 del Código Federal de Procedimientos Civiles, aplicándolo supletoriamente, de conformidad con lo establecido en el artículo 2o. de la Ley de Amparo. Es decir, al recibir de la parte quejosa documentos que contengan textos en cualquier idioma que no sea el español, el Juez Federal debe dar vista a la autoridad responsable para que, en el término de tres días, manifieste su conformidad o inconformidad, y solamente en el caso de que dicha contraparte no esté conforme con la traducción relativa, el Juez estará en aptitud de nombrar un traductor.

TERCER TRIBUNAL COLEGIADO EN MATERIA ADMINISTRATIVA DEL PRIMER CIRCUITO.

Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 10, página 79.","{""genealogia"": ""Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 10, página 79.""}",Tribunales Colegiados de Circuito,Séptima Época,Civil,DOCUMENTOS EN IDIOMA EXTRANJERO,Tesis Aislada,Semanario Judicial de la Federación,Volumen 163-168,,1,1982,68,TERCER TRIBUNAL COLEGIADO EN MATERIA ADMINISTRATIVA DEL PRIMER CIRCUITO.,,,,01/01/0001 12:00:00,2026-01-11T15:18:18.690611+00:00
250056,https://bj.scjn.gob.mx/documento/tesis/250056,DOCUMENTOS OBJETADOS RECONOCIDOS EN LA CONFESIONAL. VALOR PROBATORIO.,VALOR PROBATORIO,"Si los documentos provenientes de una parte son reconocidos por ésta como propios en su confesión, desde ese momento quedan perfeccionados, por lo cual pierde toda relevancia la circunstancia de que al ser ofrecidos hayan sido objetados en cuanto a su autenticidad.

PRIMER TRIBUNAL COLEGIADO EN MATERIA DE TRABAJO DEL PRIMER CIRCUITO.","Si los documentos provenientes de una parte son reconocidos por ésta como propios en su confesión, desde ese momento quedan perfeccionados, por lo cual pierde toda relevancia la circunstancia de que al ser ofrecidos hayan sido objetados en cuanto a su autenticidad.

PRIMER TRIBUNAL COLEGIADO EN MATERIA DE TRABAJO DEL PRIMER CIRCUITO.

Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 13, página 147.","{""genealogia"": ""Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 13, página 147.""}",Tribunales Colegiados de Circuito,Séptima Época,Común,DOCUMENTOS OBJETADOS RECONOCIDOS EN LA CONFESIONAL,Tesis Aislada,Semanario Judicial de la Federación,Volumen 163-168,,1,1982,70,PRIMER TRIBUNAL COLEGIADO EN MATERIA DE TRABAJO DEL PRIMER CIRCUITO.,,,,01/01/0001 12:00:00,2026-01-11T15:18:19.292781+00:00
250057,https://bj.scjn.gob.mx/documento/tesis/250057,DOCUMENTOS. OBLIGACION DEL PATRON DE PRESENTAR LOS QUE LEGALMENTE DEBE DE CONSERVAR.,OBLIGACION DEL PATRON DE PRESENTAR LOS QUE LEGALMENTE DEBE DE CONSERVAR,"La obligación que le impone al patrón el artículo 784 de la Ley Federal del Trabajo de presentar los documentos que conforme al artículo 804 del mismo ordenamiento debe conservar, se refiere al supuesto de que el trabajador ofrece la prueba de inspección ocular, y no al caso de que éste ofrezca como pruebas documentales documentos que no tiene en su poder y que solicita de la Junta se requiera al patrón para que los presente.

TRIBUNAL COLEGIADO DEL OCTAVO CIRCUITO.","La obligación que le impone al patrón el artículo 784 de la Ley Federal del Trabajo de presentar los documentos que conforme al artículo 804 del mismo ordenamiento debe conservar, se refiere al supuesto de que el trabajador ofrece la prueba de inspección ocular, y no al caso de que éste ofrezca como pruebas documentales documentos que no tiene en su poder y que solicita de la Junta se requiera al patrón para que los presente.

TRIBUNAL COLEGIADO DEL OCTAVO CIRCUITO.

Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 23, página 265.","{""genealogia"": ""Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 23, página 265.""}",Tribunales Colegiados de Circuito,Séptima Época,Laboral,DOCUMENTOS,Tesis Aislada,Semanario Judicial de la Federación,Volumen 163-168,,1,1982,70,TRIBUNAL COLEGIADO DEL OCTAVO CIRCUITO.,,,,01/01/0001 12:00:00,2026-01-11T15:18:19.642763+00:00
250058,https://bj.scjn.gob.mx/documento/tesis/250058,"EJECUTIVO MERCANTIL, LA FALTA DE EMBARGO EN EL JUICIO DE, NO IMPIDE LLAMAR AL MISMO AL DEMANDADO.",,"Si bien el artículo 1396 del Código de Comercio dispone que hecho el embargo se notificará al deudor, ello no implica que sólo después del requerimiento de pago y verificado el secuestro relativo pueda llevarse al cabo el emplazamiento, habida cuenta que los tres días otorgados al demandado en el propio ordenamiento son para que se excepcione respecto del título base de la acción, y no para impugnar la diligencia de embargo en sí misma, tanto más, que la ejecución anticipada en este tipo de procedimientos se concede como una prerrogativa en favor del actor para garantizar las resultas del juicio que se apoya en una prueba preconstituida y de ninguna manera como un derecho del ejecutado, de donde se sigue que la falta de embargo no constituye un obstáculo procesal para la continuación del juicio ejecutivo.

TRIBUNAL COLEGIADO DEL SEXTO CIRCUITO.","Si bien el artículo 1396 del Código de Comercio dispone que hecho el embargo se notificará al deudor, ello no implica que sólo después del requerimiento de pago y verificado el secuestro relativo pueda llevarse al cabo el emplazamiento, habida cuenta que los tres días otorgados al demandado en el propio ordenamiento son para que se excepcione respecto del título base de la acción, y no para impugnar la diligencia de embargo en sí misma, tanto más, que la ejecución anticipada en este tipo de procedimientos se concede como una prerrogativa en favor del actor para garantizar las resultas del juicio que se apoya en una prueba preconstituida y de ninguna manera como un derecho del ejecutado, de donde se sigue que la falta de embargo no constituye un obstáculo procesal para la continuación del juicio ejecutivo.

TRIBUNAL COLEGIADO DEL SEXTO CIRCUITO.

Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 28, página 230.","{""genealogia"": ""Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 28, página 230.""}",Tribunales Colegiados de Circuito,Séptima Época,Civil,"EJECUTIVO MERCANTIL, LA FALTA DE EMBARGO EN EL JUICIO DE, NO IMPIDE LLAMAR AL MISMO AL DEMANDADO",Tesis Aislada,Semanario Judicial de la Federación,Volumen 163-168,,1,1982,71,TRIBUNAL COLEGIADO DEL SEXTO CIRCUITO.,,,,01/01/0001 12:00:00,2026-01-11T15:18:20.315864+00:00
250059,https://bj.scjn.gob.mx/documento/tesis/250059,"EMBARGO, SEÑALAMIENTO EQUIVOCO DEL BIEN EN LA DILIGENCIA DE. NO IMPIDE TENER POR ACREDITADA LA POSESION DEL MISMO.",NO IMPIDE TENER POR ACREDITADA LA POSESION DEL MISMO,"Si en la diligencia de embargo se señaló como bien embargado un automóvil marca Dodge Dart, en lugar de un Valiant Duster, esto no es suficiente para considerar que no se trata del mismo bien de cuyo embargo se queja la recurrente, puesto que el propio diligenciario dejó indicado en el acta relativa que el automóvil Dodge Dart sobre el que hizo recaer el embargo, portaba las placas DGA 829, mismas que según dicho de los testigos eran las que portaba el Valiant Duster en la época del embargo y que al hacerse la introducción del vehículo al Estado de Yucatán, por parte de la inconforme, cambió por las del número 787, lo que también se corroboró con los recibos del pago del impuesto sobre tenencia o uso de automóvil, correspondientes al año de mil novecientos setenta y ocho y mil novecientos ochenta y dos, exhibidos por la recurrente, y en los que aparece que efectivamente el automóvil duster de cuyo embargo se queja la inconforme portaba en la época del embargo las placas DGA-829, siendo las actuales las del número YXC-789, probanzas todas éstas que se estiman suficientes para considerar no sólo que uno de los automóviles embargados es el señalado por la quejosa, sino que además acreditan el derecho de posesión que le asiste en relación al mismo.

TRIBUNAL COLEGIADO DEL DECIMO CUARTO CIRCUITO.","Si en la diligencia de embargo se señaló como bien embargado un automóvil marca Dodge Dart, en lugar de un Valiant Duster, esto no es suficiente para considerar que no se trata del mismo bien de cuyo embargo se queja la recurrente, puesto que el propio diligenciario dejó indicado en el acta relativa que el automóvil Dodge Dart sobre el que hizo recaer el embargo, portaba las placas DGA 829, mismas que según dicho de los testigos eran las que portaba el Valiant Duster en la época del embargo y que al hacerse la introducción del vehículo al Estado de Yucatán, por parte de la inconforme, cambió por las del número 787, lo que también se corroboró con los recibos del pago del impuesto sobre tenencia o uso de automóvil, correspondientes al año de mil novecientos setenta y ocho y mil novecientos ochenta y dos, exhibidos por la recurrente, y en los que aparece que efectivamente el automóvil duster de cuyo embargo se queja la inconforme portaba en la época del embargo las placas DGA-829, siendo las actuales las del número YXC-789, probanzas todas éstas que se estiman suficientes para considerar no sólo que uno de los automóviles embargados es el señalado por la quejosa, sino que además acreditan el derecho de posesión que le asiste en relación al mismo.

TRIBUNAL COLEGIADO DEL DECIMO CUARTO CIRCUITO.

Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 5, página 368.","{""genealogia"": ""Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 5, página 368.""}",Tribunales Colegiados de Circuito,Séptima Época,Civil,"EMBARGO, SEÑALAMIENTO EQUIVOCO DEL BIEN EN LA DILIGENCIA DE",Tesis Aislada,Semanario Judicial de la Federación,Volumen 163-168,,1,1982,71,TRIBUNAL COLEGIADO DEL DÉCIMO CUARTO CIRCUITO.,,,,01/01/0001 12:00:00,2026-01-11T15:18:20.868835+00:00
250060,https://bj.scjn.gob.mx/documento/tesis/250060,"EMPLAZAMIENTO, FUERZA Y VALOR LEGAL DE LA DILIGENCIA DE.",,"Siendo el emplazamiento una actuación judicial, el valor probatorio que le concede la ley no se destruye por medio de actuaciones practicadas en un acto fuera de juicio, pues de admitirlo equivaldría a que las actuaciones de esa clase no tengan la fuerza ni firmeza necesarias, sino que quedaran al arbitrio de alguna de las partes.

TERCER TRIBUNAL COLEGIADO EN MATERIA CIVIL DEL PRIMER CIRCUITO.","Siendo el emplazamiento una actuación judicial, el valor probatorio que le concede la ley no se destruye por medio de actuaciones practicadas en un acto fuera de juicio, pues de admitirlo equivaldría a que las actuaciones de esa clase no tengan la fuerza ni firmeza necesarias, sino que quedaran al arbitrio de alguna de las partes.

TERCER TRIBUNAL COLEGIADO EN MATERIA CIVIL DEL PRIMER CIRCUITO.

Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 11, página 133.","{""genealogia"": ""Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 11, página 133.""}",Tribunales Colegiados de Circuito,Séptima Época,Común,"EMPLAZAMIENTO, FUERZA Y VALOR LEGAL DE LA DILIGENCIA DE",Tesis Aislada,Semanario Judicial de la Federación,Volumen 163-168,,1,1982,72,TERCER TRIBUNAL COLEGIADO EN MATERIA CIVIL DEL PRIMER CIRCUITO.,,,,01/01/0001 12:00:00,2026-01-11T15:18:21.750358+00:00
250061,https://bj.scjn.gob.mx/documento/tesis/250061,"ESTABLECIMIENTOS MERCANTILES Y ESPECTACULOS PUBLICOS EN EL DISTRITO FEDERAL, REGLAMENTO GENERAL PARA. LA EXIGENCIA DE SU CUMPLIMIENTO A LOS GIROS MERCANTILES QUE YA OPERABAN ANTES DE QUE ENTRARA EN VIGOR, NO ENTRAÑA SU APLICACION RETROACTIVA.","LA EXIGENCIA DE SU CUMPLIMIENTO A LOS GIROS MERCANTILES QUE YA OPERABAN ANTES DE QUE ENTRARA EN VIGOR, NO ENTRAÑA SU APLICACION RETROACTIVA","Es inexacto que por el hecho de que un giro mercantil (como el del caso, tipificado en el artículo 3o., Grupo I, número 24 del Reglamento General para Establecimientos Mercantiles y Espectáculos Públicos en el Distrito Federal: ""Talleres de reparación, lavado y lubricantes para vehículos automotores""), ya hubiera venido operando desde antes de la fecha en que entró en vigor dicho reglamento, la exigencia del cumplimiento de éste, en relación a la licencia de funcionamiento, una vez que inició su vigencia, entrañe, aplicación retroactiva del supradicho ordenamiento. Esto es así porque no se trata del referirlo o aplicarlo a situaciones jurídicas determinadas con anterioridad a su vigencia, sino que, precisamente por la vigencia del mismo, ya es obligatorio para todos los giros que dicho reglamento señala, contar con la licencia de funcionamiento correspondiente.

SEGUNDO TRIBUNAL COLEGIADO EN MATERIA ADMINISTRATIVA DEL PRIMER CIRCUITO.","Es inexacto que por el hecho de que un giro mercantil (como el del caso, tipificado en el artículo 3o., Grupo I, número 24 del Reglamento General para Establecimientos Mercantiles y Espectáculos Públicos en el Distrito Federal: ""Talleres de reparación, lavado y lubricantes para vehículos automotores""), ya hubiera venido operando desde antes de la fecha en que entró en vigor dicho reglamento, la exigencia del cumplimiento de éste, en relación a la licencia de funcionamiento, una vez que inició su vigencia, entrañe, aplicación retroactiva del supradicho ordenamiento. Esto es así porque no se trata del referirlo o aplicarlo a situaciones jurídicas determinadas con anterioridad a su vigencia, sino que, precisamente por la vigencia del mismo, ya es obligatorio para todos los giros que dicho reglamento señala, contar con la licencia de funcionamiento correspondiente.

SEGUNDO TRIBUNAL COLEGIADO EN MATERIA ADMINISTRATIVA DEL PRIMER CIRCUITO.

Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 19, página 60.","{""genealogia"": ""Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 19, página 60.""}",Tribunales Colegiados de Circuito,Séptima Época,Administrativa,"ESTABLECIMIENTOS MERCANTILES Y ESPECTACULOS PUBLICOS EN EL DISTRITO FEDERAL, REGLAMENTO GENERAL PARA",Tesis Aislada,Semanario Judicial de la Federación,Volumen 163-168,,1,1982,72,SEGUNDO TRIBUNAL COLEGIADO EN MATERIA ADMINISTRATIVA DEL PRIMER CIRCUITO.,,,,01/01/0001 12:00:00,2026-01-11T15:18:22.569149+00:00
250062,https://bj.scjn.gob.mx/documento/tesis/250062,"ESTACIONAMIENTOS EN EL DISTRITO FEDERAL, INCONSTITUCIONALIDAD DEL REGLAMENTO PARA.",,"El artículo 5o. constitucional únicamente permite que se limite la libertad de trabajo cuando: a) Se ataquen derechos de tercero, hipótesis en la que la limitación debe ser decretada por autoridad judicial, y b) Cuando se ofenden los derechos de la sociedad, caso en el que corresponde determinarla a una resolución gubernativa en términos de ley; es decir, de una ley expedida por el órgano legislativo. Por tanto, el Reglamento para Estacionamientos en el Distrito Federal es inconstitucional en la medida en que, sin apoyarse en una ley, establece limitaciones al ejercicio de la garantía individual de trabajo que consagra el artículo 5o. constitucional, puesto que obliga a los particulares a obtener de la autoridad correspondiente licencia previa de funcionamiento de lugares para el estacionamiento de vehículos en el Distrito Federal, en términos del artículo 7o. del reglamento aludido; a que se cumplan las obligaciones que establece el artículo 15 y a que no se realicen los actos que prohíbe el numeral 16, e impone como sanción en caso de incumplimiento de esas disposiciones la clausura del establecimiento.

SEGUNDO TRIBUNAL COLEGIADO EN MATERIA ADMINISTRATIVA DEL PRIMER CIRCUITO.","El artículo 5o. constitucional únicamente permite que se limite la libertad de trabajo cuando: a) Se ataquen derechos de tercero, hipótesis en la que la limitación debe ser decretada por autoridad judicial, y b) Cuando se ofenden los derechos de la sociedad, caso en el que corresponde determinarla a una resolución gubernativa en términos de ley; es decir, de una ley expedida por el órgano legislativo. Por tanto, el Reglamento para Estacionamientos en el Distrito Federal es inconstitucional en la medida en que, sin apoyarse en una ley, establece limitaciones al ejercicio de la garantía individual de trabajo que consagra el artículo 5o. constitucional, puesto que obliga a los particulares a obtener de la autoridad correspondiente licencia previa de funcionamiento de lugares para el estacionamiento de vehículos en el Distrito Federal, en términos del artículo 7o. del reglamento aludido; a que se cumplan las obligaciones que establece el artículo 15 y a que no se realicen los actos que prohíbe el numeral 16, e impone como sanción en caso de incumplimiento de esas disposiciones la clausura del establecimiento.

SEGUNDO TRIBUNAL COLEGIADO EN MATERIA ADMINISTRATIVA DEL PRIMER CIRCUITO.

Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 20, página 61.","{""genealogia"": ""Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 20, página 61.""}",Tribunales Colegiados de Circuito,Séptima Época,Constitucional|Administrativa,"ESTACIONAMIENTOS EN EL DISTRITO FEDERAL, INCONSTITUCIONALIDAD DEL REGLAMENTO PARA",Tesis Aislada,Semanario Judicial de la Federación,Volumen 163-168,,1,1982,73,SEGUNDO TRIBUNAL COLEGIADO EN MATERIA ADMINISTRATIVA DEL PRIMER CIRCUITO.,,,,01/01/0001 12:00:00,2026-01-11T15:18:22.915382+00:00
250063,https://bj.scjn.gob.mx/documento/tesis/250063,EXHORTO. SU LIBRAMIENTO NO IMPLICA ACTO DE EJECUCION PARA DETERMINAR COMPETENCIA DEL JUICIO CONSTITUCIONAL.,SU LIBRAMIENTO NO IMPLICA ACTO DE EJECUCION PARA DETERMINAR COMPETENCIA DEL JUICIO CONSTITUCIONAL,"Resulta correcta la incompetencia sostenida por el Juez de Distrito para conocer de una demanda de amparo, en aplicación de lo dispuesto por el primer párrafo del artículo 36 de la Ley de Amparo, cuando las autoridades señaladas como ejecutoras radican fuera de su jurisdicción, sin que sea aplicable al caso lo dispuesto por el segundo párrafo del numeral citado, porque el hecho de que la autoridad ordenadora radique dentro de su jurisdicción y haya librado el exhorto correspondiente para la ejecución de los actos que ordenó, no puede ser considerado como un principio de ejecución, toda vez que debido a la naturaleza propia de tales actos, así como a la circunscripción territorial en que se desenvuelven, sólo pueden ser llevados a cabo por las autoridades a quienes le fue encomendada su ejecución.

TERCER TRIBUNAL COLEGIADO EN MATERIA CIVIL DEL PRIMER CIRCUITO.","Resulta correcta la incompetencia sostenida por el Juez de Distrito para conocer de una demanda de amparo, en aplicación de lo dispuesto por el primer párrafo del artículo 36 de la Ley de Amparo, cuando las autoridades señaladas como ejecutoras radican fuera de su jurisdicción, sin que sea aplicable al caso lo dispuesto por el segundo párrafo del numeral citado, porque el hecho de que la autoridad ordenadora radique dentro de su jurisdicción y haya librado el exhorto correspondiente para la ejecución de los actos que ordenó, no puede ser considerado como un principio de ejecución, toda vez que debido a la naturaleza propia de tales actos, así como a la circunscripción territorial en que se desenvuelven, sólo pueden ser llevados a cabo por las autoridades a quienes le fue encomendada su ejecución.

TERCER TRIBUNAL COLEGIADO EN MATERIA CIVIL DEL PRIMER CIRCUITO.

Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 13, página 134.","{""genealogia"": ""Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 13, página 134.""}",Tribunales Colegiados de Circuito,Séptima Época,Común,EXHORTO,Tesis Aislada,Semanario Judicial de la Federación,Volumen 163-168,,1,1982,74,TERCER TRIBUNAL COLEGIADO EN MATERIA CIVIL DEL PRIMER CIRCUITO.,,,,01/01/0001 12:00:00,2026-01-11T15:18:23.264452+00:00
250064,https://bj.scjn.gob.mx/documento/tesis/250064,"EXTRANJERO, PRESTACION DE SERVICIOS POR UN TRABAJADOR MEXICANO EN EL.",,"La Ley Federal del Trabajo, en su artículo 1o. dispone que tiene aplicación en la República Mexicana, por lo que carece de fundamento la pretensión de aplicarla a relaciones que se realizan en un país extranjero, lo que va en contra de la soberanía de los Estados. Por lo mismo, si un trabajador mexicano que presta servicios a una sociedad de la misma nacionalidad que desarrolla actividades en territorio nacional, dando por concluida la relación con ésta acepta trasladarse a prestar servicios a otro país para una sociedad extranjera cuyas actividades se desarrollan fuera del territorio nacional, carece de derecho para reclamar de la sociedad mexicana las prestaciones que consigna la Ley Federal del Trabajo derivadas de la terminación de esta última relación en el país extranjero, aunque entre ambas sociedades existan vínculos de carácter económico, porque no por ello puede hacerse responsable a una por actos de la otra ni aplicarse leyes mexicanas a actos realizados fuera del territorio nacional.

SEGUNDO TRIBUNAL COLEGIADO EN MATERIA DE TRABAJO DEL PRIMER CIRCUITO.","La Ley Federal del Trabajo, en su artículo 1o. dispone que tiene aplicación en la República Mexicana, por lo que carece de fundamento la pretensión de aplicarla a relaciones que se realizan en un país extranjero, lo que va en contra de la soberanía de los Estados. Por lo mismo, si un trabajador mexicano que presta servicios a una sociedad de la misma nacionalidad que desarrolla actividades en territorio nacional, dando por concluida la relación con ésta acepta trasladarse a prestar servicios a otro país para una sociedad extranjera cuyas actividades se desarrollan fuera del territorio nacional, carece de derecho para reclamar de la sociedad mexicana las prestaciones que consigna la Ley Federal del Trabajo derivadas de la terminación de esta última relación en el país extranjero, aunque entre ambas sociedades existan vínculos de carácter económico, porque no por ello puede hacerse responsable a una por actos de la otra ni aplicarse leyes mexicanas a actos realizados fuera del territorio nacional.

SEGUNDO TRIBUNAL COLEGIADO EN MATERIA DE TRABAJO DEL PRIMER CIRCUITO.

Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 9, página 167.","{""genealogia"": ""Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 9, página 167.""}",Tribunales Colegiados de Circuito,Séptima Época,Laboral,"EXTRANJERO, PRESTACION DE SERVICIOS POR UN TRABAJADOR MEXICANO EN EL",Tesis Aislada,Semanario Judicial de la Federación,Volumen 163-168,,1,1982,75,SEGUNDO TRIBUNAL COLEGIADO EN MATERIA DE TRABAJO DEL PRIMER CIRCUITO.,,,,01/01/0001 12:00:00,2026-01-11T15:18:25.862889+00:00
250065,https://bj.scjn.gob.mx/documento/tesis/250065,FALTA DE PROBIDAD Y HONRADEZ. NO LA CONSTITUYE LA FALTA DE INSCRIPCION DEL TRABAJADOR EN EL INFONAVIT.,NO LA CONSTITUYE LA FALTA DE INSCRIPCION DEL TRABAJADOR EN EL INFONAVIT,"El incumplimiento en que incurre el patrón al no inscribir a sus trabajadores en el INFONAVIT, sólo da margen a sanciones estipuladas en las disposiciones relativas, pero no constituyen la causal de falta de probidad y honradez, toda vez que ello no se desprende de ningún precepto legal.

TRIBUNAL COLEGIADO DEL CUARTO CIRCUITO.","El incumplimiento en que incurre el patrón al no inscribir a sus trabajadores en el INFONAVIT, sólo da margen a sanciones estipuladas en las disposiciones relativas, pero no constituyen la causal de falta de probidad y honradez, toda vez que ello no se desprende de ningún precepto legal.

TRIBUNAL COLEGIADO DEL CUARTO CIRCUITO.

Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 6, página 207.","{""genealogia"": ""Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 6, página 207.""}",Tribunales Colegiados de Circuito,Séptima Época,Laboral,FALTA DE PROBIDAD Y HONRADEZ,Tesis Aislada,Semanario Judicial de la Federación,Volumen 163-168,,1,1982,77,TRIBUNAL COLEGIADO DEL CUARTO CIRCUITO.,,,,01/01/0001 12:00:00,2026-01-11T15:18:26.570678+00:00
250068,https://bj.scjn.gob.mx/documento/tesis/250068,"FRAUDE Y ROBO, ENGAÑO EN LOS DELITO DE.",,"En el delito de fraude, el elemento engaño debe ir dirigido a la entrega de la cosa; pero cuando a través de él sólo se logra que el sujeto pasivo abandone la cosa, sin hacer entrega al infractor, y éste se apodera de ella, se configura el delito de robo.

TRIBUNAL COLEGIADO DEL DECIMO CIRCUITO.","En el delito de fraude, el elemento engaño debe ir dirigido a la entrega de la cosa; pero cuando a través de él sólo se logra que el sujeto pasivo abandone la cosa, sin hacer entrega al infractor, y éste se apodera de ella, se configura el delito de robo.

TRIBUNAL COLEGIADO DEL DECIMO CIRCUITO.

Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 5, página 298.","{""genealogia"": ""Informe 1982, Tercera Parte, Tribunales Colegiados de Circuito, tesis 5, página 298.""}",Tribunales Colegiados de Circuito,Séptima Época,Penal,"FRAUDE Y ROBO, ENGAÑO EN LOS DELITO DE",Tesis Aislada,Semanario Judicial de la Federación,Volumen 163-168,,1,1982,78,TRIBUNAL COLEGIADO DEL DÉCIMO CIRCUITO.,,,,01/01/0001 12:00:00,2026-01-11T15:18:26.965888+00:00
